NAMESPACE            NAME                                                              READY   STATUS      RESTARTS        AGE     IP            NODE       NOMINATED NODE   READINESS GATES
services             cfs-ara-postgres-2                                                3/3     Running     0               8d      10.36.0.73    ncn-w001   <none>           <none>
services             cfs-bc103d36-ce72-4c62-9f30-4444ebe50921-4ztkj                    0/3     Completed   0               2d22h   10.41.0.76    ncn-w004   <none>           <none>
services             cfs-c088514d-8b1e-47f8-82e1-0e400ba7c0a2-gvr69                    0/4     Completed   0               17h     10.46.0.11    ncn-w005   <none>           <none>
services             cfs-f4cb44f0-ab1a-45cd-b9c0-6aa394c04cc9-dpnpj                    0/4     Completed   0               16h     10.46.0.11    ncn-w005   <none>           <none>
services             cfs-f4cbdda9-d385-4360-b802-ea14dee96d02-d96v6                    0/4     Completed   0               15h     10.46.0.11    ncn-w005   <none>           <none>
services             cfs-fc0710c4-3b8e-480a-97f5-0444e96ac076-qzmjp                    0/4     Completed   0               12h     10.46.0.11    ncn-w005   <none>           <none>
services             cfs-fdcf8381-dda2-4880-b667-e6073b476119-4xs25                    0/4     Completed   0               14h     10.46.0.29    ncn-w005   <none>           <none>
services             cfs-hwsync-agent-b4b6657d5-w76b2                                  2/2     Running     0               3d      10.41.0.40    ncn-w004   <none>           <none>
services             cfs-trust-68fc9fcdb4-8dc6r                                        2/2     Running     1 (3d21h ago)   3d21h   10.44.0.37    ncn-w003   <none>           <none>
services             cos-config-service-c9b948f98-js22r                                2/2     Running     0               9d      10.36.0.38    ncn-w001   <none>           <none>
